10,8501.33857142857
11,19114.0025714286
12,33031.766
13,44723.418
14,49475.7411428571
15,46405.9177142857
16,37892.0571428572
17,27948.3771428571
18,17754.0542857143
19,6804.56285714285
20,-3520.21428571427
21,-11048.4057142857
22,-14253.5
23,-14232.8142857143
24,-12527.9542857143
25,-11049.5285714286
26,-11117.0742857143
27,-12724.7971428571
28,-14889.3771428571
29,-15812.0942857143
30,-14788.7657142857
31,-12551.6742857143
32,-10493.58
33,-9521.39142857143
34,-9159.58000000001
35,-8523.78
36,-6963.40000000001
37,-4798.86
38,-2707.15428571429
39,-1408.45428571429
40,-1007.59142857142
41,-1173.81714285713
42,-1498.63714285714
43,-1839.96285714287
44,-1983.49142857143
45,-1930.25142857144
46,-1645.00285714286
47,-1213.13999999998
48,-920.365714285715
49,-791.059999999998
50,-754.120000000007
51,-756.994285714289
52,-769.348571428569
53,-713.394285714283
54,-624.817142857134
55,-571.662857142853
56,-639.391428571427
57,-844.080000000005
58,-932.488571428577
59,-853.53142857143
60,-618.760000000004
61,-319.745714285719
62,-13.0314285714237
63,183.142857142858
64,103.357142857148
65,1.62285714285681
66,31.2542857142806
67,236.999999999994
68,350.214285714284
69,224.148571428575
70,10.4800000000047
71,-150.588571428572
72,-133.102857142861
73,-79.0599999999977
74,-36.8514285714191
75,60.742857142858
76,289.997142857144
77,728.928571428574
78,1273.78857142858
79,1743
80,1971.03142857142
81,2067.85428571427
82,2134.72571428571
83,2199.89428571429
84,2156.65428571429
85,2249.14857142857
86,2633.03428571428
87,3213.56857142858
88,3684.7542857143
89,3886.35142857144
90,3622.91999999999
91,2533.71714285713
92,266.842857142864
93,-3092.69142857143
94,-6680.95142857142
95,-9316.95714285714
96,-10254.0257142857
97,-9345.54285714286
98,-7002.43142857142
99,-4177.81714285714
100,-1737.41428571428
101,-253.911428571434
102,365.328571428568
103,500.279999999999
104,520.402857142867
105,443.477142857155
106,252.697142857139
107,184.557142857142
108,232.277142857132
109,311.43142857143
110,247.079999999993
111,127.237142857135
112,113.982857142866
113,180.642857142852
114,283.551428571437
115,292.977142857149
116,317.134285714291
117,345.334285714291
118,394.742857142846
119,377.820000000001
120,247.685714285716
121,162.117142857134
122,165.825714285707
123,211.219999999995
124,194.788571428583
125,205.797142857144
126,282.939999999997
127,321.688571428566
128,251.345714285719
129,133.591428571439
130,150.488571428577
131,255.031428571424
132,318.68857142856
133,310.451428571437
134,325.774285714293
135,338.925714285718
136,353.58285714286
137,372.27142857142
138,336.091428571421
139,290.742857142858
140,258.359999999998
141,279.479999999999
142,309.059999999998
143,312.800000000006
144,262.420000000001
145,183.040000000008
146,110.497142857139
147,-8.94000000000233
148,-7.36857142857625
149,92.1285714285681
150,195.379999999993
151,214.597142857144
152,167.977142857143
153,171.191428571427
154,194.631428571435
