
30	-843.909
31	-843.909
32	-843.909
33	-1293.05
34	-1472.6
35	-1237.59
36	-1013.13
37	-926.564
38	-981.349
39	-1101.6
40	-1189.65
41	-1198.2
42	-1116.75
43	-964.284
44	-764.836
45	-571.69
46	-445.938
47	-435.331
48	-532.154
49	-680.391
50	-820.144
51	-904.655
52	-938.175
53	-914.786
54	-856.197
55	-768.383
56	-679.381
57	-605.872
58	-540.595
59	-478.701
60	-411.249
61	-374.23
62	-349.326
63	-339.816
64	-321.879
65	-311.514
66	-307.581
67	-301.359
68	-291.119
69	-262.275
70	-238.266
71	-211.217
72	-195.016
73	-167.077
74	-135.296
75	-99.8087
76	-64.4987
77	-40.87
78	-23.3212
79	-21.23
80	-28.3062
81	-35.87
82	-26.875
83	-7.0225
84	10.2113
85	18.0812
86	20.8575
87	31.5963
88	53.6475
89	79.39
90	101.109
91	121.111
92	132.835
93	135.499
94	127.441
95	123.728
96	128.706
97	139.374
98	140.661
99	127.87
100	119.955
101	114.656
102	122.621
103	124.244
104	120.09
105	106.982
106	103.718
107	109.1
108	111.541
109	111.449
110	101.753
111	100.844
112	107.06
113	110.436
114	107.206
115	102.428
116	95.9125
117	91.9713
118	93.94
119	97.0362
120	93.7138
121	93.0962
122	97.5988
123	110.707
124	118.068
125	106.118
126	83.5313
127	67.6012
128	65.8088
129	62.9075
130	63.4875
131	63.915
132	72.7075
133	84.415
134	99.8275
135	111.349
136	106.43
137	92.7025
138	68.4437
139	56.9287
140	42.3162
141	35.5563
142	30.8712
143	37.8688
144	54.6063
145	64.82
146	74.73
147	79.9
148	89.5362
149	90.0663
150	96.7575
151	102.435
152	97.6862
153	96.4812
154	100.236
155	117.077
156	137.429
157	152.745
158	172.007
159	225.218
160	313.645
161	389.371
162	374.27
163	228.939
164	16.4875
165	-138.181
166	-183.191
167	-180.005
168	-225.926
169	-346.4
170	-481.598
171	-539.71
172	-475.492
173	-311.315
174	-138.414
175	-72.615
176	-160.697
177	-356.357
178	-544.82
179	-659.612
180	-683.102
181	-653.639
182	-591.125
183	-508.774
184	-403.566
185	-297.511
186	-213.527
